Genome,preVC,VC Status,VC,VC Size,Quality,Adjusted P-value,VC Avg Distance,Topology Confidence Score,Genus Confidence Score
AP014629,preVC_49,Clustered,VC_49_0,2,0.1561,0.91231456,5.830951894845301,0.1425,1.0
AP014684,,Outlier,,,,,,,
AP014693,,Overlap (VC_349/VC_351/VC_353),,,,,,,
AP014714,preVC_532,Clustered,VC_532_0,2,0.0104,0.9070082,4.58257569495584,0.0094,1.0
AP014715,preVC_532,Clustered,VC_532_0,2,0.0104,0.9070082,4.58257569495584,0.0094,1.0
AP014858,preVC_538,Clustered/Singleton,VC_538_1,1,0.0,0.0,0,0.0,1.0
AP014887,preVC_543,Clustered,VC_543_0,8,0.4073,1.0,5.981603940948928,0.4073,1.0
AP014888,preVC_546,Clustered,VC_546_0,16,0.9992,0.99929502,3.6097991170592176,0.9985,1.0
AP014927,,Overlap (VC_349/VC_351/VC_353),,,,,,,
AP017903,,Outlier,,,,,,,
AP017924,,Overlap (VC_351/VC_353),,,,,,,
AP017925,,Overlap (VC_351/VC_353),,,,,,,
AP017972,,Overlap (VC_479/VC_480),,,,,,,
AP018361,,Overlap (VC_306/VC_414),,,,,,,
AP018375,preVC_156,Clustered,VC_156_16,3,0.0084,0.97457555,8.625855743633712,0.0082,0.6667
AP018399,preVC_72,Clustered/Singleton,VC_72_0,1,0.0,0.0,0,0.0,1.0
AP018462,preVC_552,Clustered,VC_552_0,8,0.46,1.0,3.0600950359842556,0.46,1.0
AP018463,preVC_552,Clustered,VC_552_0,8,0.46,1.0,3.0600950359842556,0.46,1.0
AP018469,preVC_240,Clustered,VC_240_0,21,0.8179,1.0,2.6694186723656164,0.8179,1.0
AP018470,preVC_240,Clustered,VC_240_0,21,0.8179,1.0,2.6694186723656164,0.8179,1.0
AP018471,preVC_240,Clustered,VC_240_0,21,0.8179,1.0,2.6694186723656164,0.8179,1.0
AP018476,preVC_222,Clustered,VC_222_1,19,0.436,1.0,3.8812387499516285,0.436,1.0
AP018477,preVC_331,Clustered,VC_331_63,4,0.0144,0.99996382,7.19497390052618,0.0144,1.0
AP018478,preVC_331,Clustered,VC_331_63,4,0.0144,0.99996382,7.19497390052618,0.0144,1.0
AP018479,preVC_223,Clustered,VC_223_6,42,0.4784,1.0,7.230892477637515,0.4784,0.813
AP018480,preVC_222,Clustered,VC_222_1,19,0.436,1.0,3.8812387499516285,0.436,1.0
AP018485,preVC_559,Clustered,VC_559_0,33,0.6761,1.0,4.672821111049719,0.6761,1.0
AP018486,,Outlier,,,,,,,
AP018487,preVC_566,Clustered,VC_566_0,6,0.1321,1.0,6.184390811242484,0.1321,1.0
AP018714,preVC_95,Clustered,VC_95_0,22,0.5335,1.0,6.321692857563572,0.5335,1.0
AP018715,preVC_95,Clustered,VC_95_0,22,0.5335,1.0,6.321692857563572,0.5335,1.0
AP018813,preVC_290,Clustered,VC_290_9,4,0.0081,0.99993517,2.192705340840036,0.0081,1.0
AP018814,preVC_290,Clustered,VC_290_3,2,0.0026,0.91325414,3.605551275463989,0.0024,1.0
AP018815,preVC_84,Clustered,VC_84_9,48,0.3086,1.0,7.875058420847363,0.3086,0.8874
AP018932,preVC_290,Clustered/Singleton,VC_290_40,1,0.0,0.0,0,0.0,1.0
AP019415,,Outlier,,,,,,,
AP019417,preVC_576,Clustered,VC_576_0,9,0.8068,1.0,4.546036309737234,0.8068,1.0
AP019418,preVC_349,Clustered,VC_349_0,23,0.571,1.0,4.661265628345533,0.571,1.0
AP019522,preVC_160,Clustered,VC_160_0,30,0.8303,1.0,5.909871640637921,0.8303,1.0
AP019524,preVC_578,Clustered,VC_578_0,2,0.4094,0.71428571,2.23606797749979,0.2924,1.0
AP019525,preVC_578,Clustered,VC_578_0,2,0.4094,0.71428571,2.23606797749979,0.2924,1.0
AP019527,preVC_580,Clustered,VC_580_0,9,1.0,0.0,2.753950045813163,0.0,1.0
AP019535,preVC_84,Clustered/Singleton,VC_84_3,1,0.0,0.0,0,0.0,1.0
AP019559,preVC_197,Clustered/Singleton,VC_197_16,1,0.0,0.0,0,0.0,1.0
AP019560,preVC_30,Clustered,VC_30_0,19,0.7489,1.0,6.055945880735007,0.7489,1.0
AP019561,preVC_30,Clustered,VC_30_0,19,0.7489,1.0,6.055945880735007,0.7489,1.0
AP019562,preVC_30,Clustered,VC_30_0,19,0.7489,1.0,6.055945880735007,0.7489,1.0
AY007505,preVC_324,Clustered,VC_324_1,13,0.1769,1.0,7.33865066888171,0.1769,1.0
AY027935,preVC_7,Clustered,VC_7_0,26,0.9564,1.0,5.732533940464716,0.9564,1.0
AY029185,preVC_285,Clustered,VC_285_0,3,0.3344,0.99692362,0.0,0.3334,1.0
AY048850,preVC_585,Clustered,VC_585_0,3,1.0,0.0,3.4506285989103986,0.0,1.0
AY052766,preVC_33,Clustered,VC_33_0,45,0.5895,1.0,7.126838679162322,0.5895,0.9636
AY055382,preVC_52,Clustered,VC_52_0,13,0.3689,1.0,7.190693580931445,0.3689,1.0
AY078382,preVC_513,Clustered,VC_513_0,50,0.922,1.0,4.721355034178267,0.922,1.0
AY082070,preVC_20,Clustered,VC_20_0,3,0.2535,0.99601153,6.942909740904351,0.2525,1.0
AY095314,,Outlier,,,,,,,
AY129330,preVC_595,Clustered/Singleton,VC_595_94,1,0.0,0.0,0,0.0,1.0
AY129331,preVC_602,Clustered,VC_602_10,28,0.1679,1.0,7.92068486653647,0.1679,0.8069
AY129332,preVC_560,Clustered,VC_560_0,75,0.9398,1.0,5.391772632812681,0.9398,1.0
AY129333,,Overlap (VC_566/VC_567),,,,,,,
AY129334,preVC_553,Clustered,VC_553_0,32,0.9194,1.0,1.0539595707185996,0.9194,1.0
AY129335,preVC_608,Clustered,VC_608_0,21,0.9918,1.0,3.665049046864888,0.9918,1.0
AY129336,,Overlap (VC_572/VC_595),,,,,,,
AY129337,preVC_610,Clustered,VC_610_12,2,0.0032,0.46298503,5.744562646538029,0.0015,1.0
AY129338,preVC_597,Clustered/Singleton,VC_597_10,1,0.0,0.0,0,0.0,1.0
AY129339,preVC_617,Clustered,VC_617_0,2,0.0855,0.91250698,3.3166247903554,0.078,1.0
AY131267,,Overlap (VC_306/VC_414),,,,,,,
AY133112,preVC_26,Clustered,VC_26_0,3,0.4435,0.99671619,3.727129267582334,0.4421,1.0
AY135486,preVC_233,Clustered,VC_233_0,63,0.9522,1.0,4.93662410690957,0.9522,1.0
AY135739,preVC_233,Clustered,VC_233_0,63,0.9522,1.0,4.93662410690957,0.9522,1.0
AY150271,preVC_517,Clustered,VC_517_0,19,0.8075,1.0,5.582730978151907,0.8075,1.0
AY176327,preVC_156,Clustered,VC_156_15,67,0.4697,1.0,6.776235086781954,0.4697,0.7463
AY190604,preVC_318,Clustered,VC_318_0,33,0.878,1.0,4.521864750804198,0.878,1.0
AY212251,preVC_102,Clustered,VC_102_0,5,0.0657,0.95239234,3.6139017006583947,0.0626,1.0
AY216660,preVC_626,Clustered,VC_626_0,35,0.8885,1.0,4.058915704629281,0.8885,1.0
AY236756,preVC_628,Clustered,VC_628_0,6,0.8335,0.99999995,6.134411688526234,0.8335,1.0
AY242528,,Overlap (VC_17/VC_19),,,,,,,
AY247822,preVC_458,Clustered,VC_458_0,126,0.964,1.0,4.747708341121631,0.964,1.0
AY251033,preVC_233,Clustered,VC_233_0,63,0.9522,1.0,4.93662410690957,0.9522,1.0
AY257527,preVC_460,Clustered,VC_460_0,7,0.8965,0.99963204,3.2924359983088296,0.8962,1.0
AY264774,preVC_458,Clustered,VC_458_0,126,0.964,1.0,4.747708341121631,0.964,1.0
AY264775,preVC_458,Clustered,VC_458_0,126,0.964,1.0,4.747708341121631,0.964,1.0
AY264776,preVC_458,Clustered,VC_458_0,126,0.964,1.0,4.747708341121631,0.964,1.0
AY264777,preVC_458,Clustered,VC_458_0,126,0.964,1.0,4.747708341121631,0.964,1.0
AY264778,preVC_458,Clustered,VC_458_0,126,0.964,1.0,4.747708341121631,0.964,1.0
AY266303,preVC_480,Clustered,VC_480_0,7,0.2478,1.0,7.282844937591906,0.2478,0.9048
AY283928,preVC_577,Clustered,VC_577_1,7,0.1719,0.99997638,5.574667068610845,0.1719,1.0
AY288927,preVC_491,Clustered,VC_491_0,66,0.9265,1.0,6.021655943352054,0.9265,1.0
AY299121,preVC_123,Clustered,VC_123_0,7,0.395,1.0,6.131856736837868,0.395,1.0
AY303349,preVC_292,Clustered,VC_292_7,9,0.0598,0.99999473,8.638349582769466,0.0598,0.6111
AY308796,preVC_634,Clustered,VC_634_0,28,0.77,1.0,5.051176993133711,0.77,1.0
AY319521,preVC_5,Clustered,VC_5_0,45,0.9219,1.0,4.232788902746657,0.9219,1.0
AY320035,preVC_636,Clustered,VC_636_0,3,0.5175,0.93647511,8.065418040825186,0.4846,1.0
AY324828,preVC_638,Clustered,VC_638_0,2,1.0,0.0,2.0,0.0,1.0
AY328852,preVC_543,Clustered,VC_543_0,8,0.4073,1.0,5.981603940948928,0.4073,1.0
AY328853,preVC_543,Clustered,VC_543_0,8,0.4073,1.0,5.981603940948928,0.4073,1.0
AY343333,preVC_639,Clustered,VC_639_0,27,0.9957,1.0,5.300816553192608,0.9957,1.0
AY349011,preVC_166,Clustered,VC_166_0,21,0.8213,1.0,7.108814891861162,0.8213,0.8
AY357582,,Outlier,,,,,,,
AY368235,,Overlap (VC_372/VC_373),,,,,,,
AY369265,,Overlap (VC_372/VC_373),,,,,,,
AY370673,preVC_491,Clustered,VC_491_0,66,0.9265,1.0,6.021655943352054,0.9265,1.0
AY370674,preVC_491,Clustered,VC_491_0,66,0.9265,1.0,6.021655943352054,0.9265,1.0
AY370762,preVC_648,Clustered,VC_648_0,50,0.9987,1.0,4.900300142857787,0.9987,1.0
AY374414,preVC_59,Clustered,VC_59_0,6,0.5898,0.99999992,2.7116455268092614,0.5898,1.0
AY374448,preVC_61,Clustered,VC_61_0,4,0.4357,0.99996107,3.08699639296286,0.4357,1.0
AY375531,preVC_649,Clustered,VC_649_1,7,0.1829,0.99999995,2.5408392965107125,0.1829,1.0
AY388628,preVC_648,Clustered,VC_648_0,50,0.9987,1.0,4.900300142857787,0.9987,1.0
AY394005,preVC_183,Clustered,VC_183_0,53,0.9182,1.0,4.387843319519812,0.9182,1.0
AY423772,preVC_648,Clustered,VC_648_0,50,0.9987,1.0,4.900300142857787,0.9987,1.0
AY441783,preVC_652,Clustered,VC_652_0,9,0.9929,0.99999988,0.31426968052735454,0.9929,1.0
AY453853,preVC_359,Clustered,VC_359_0,6,0.456,1.0,6.255148781456191,0.456,1.0
AY459533,,Outlier,,,,,,,
AY459535,,Outlier,,,,,,,
AY500152,preVC_331,Clustered,VC_331_6,11,0.0471,1.0,8.53125933369984,0.0471,0.7455
AY500153,preVC_331,Clustered,VC_331_20,2,0.0056,0.91505449,7.483314773547883,0.0051,1.0
AY505112,preVC_654,Clustered,VC_654_0,16,0.9217,1.0,2.7006702409904744,0.9217,1.0
AY508486,preVC_11,Clustered,VC_11_0,25,0.3535,1.0,7.503768637540622,0.3535,0.95
AY510084,preVC_654,Clustered,VC_654_0,16,0.9217,1.0,2.7006702409904744,0.9217,1.0
AY526908,preVC_285,Clustered,VC_285_0,3,0.3344,0.99692362,0.0,0.3334,1.0
AY526909,preVC_285,Clustered,VC_285_0,3,0.3344,0.99692362,0.0,0.3334,1.0
AY539836,preVC_259,Clustered,VC_259_0,4,0.2455,0.9999635,5.315066102411387,0.2455,1.0
AY543070,preVC_197,Clustered,VC_197_40,3,0.0173,0.99695554,3.1611049245159606,0.0173,1.0
AY569307,preVC_657,Clustered,VC_657_0,2,1.0,0.0,1.0,0.0,1.0
AY575774,preVC_658,Clustered,VC_658_0,9,0.9509,1.0,1.113767982203286,0.9509,1.0
AY576273,,Outlier,,,,,,,
AY576796,,Singleton,,,,,,,
AY583234,preVC_256,Clustered,VC_256_0,4,1.0,0.0,2.4450077296183284,0.0,1.0
AY583235,preVC_256,Clustered,VC_256_0,4,1.0,0.0,2.4450077296183284,0.0,1.0
AY583236,preVC_256,Clustered,VC_256_0,4,1.0,0.0,2.4450077296183284,0.0,1.0
AY587007,preVC_197,Clustered,VC_197_40,3,0.0173,0.99695554,3.1611049245159606,0.0173,1.0
AY605066,,Overlap (VC_306/VC_414),,,,,,,
AY605181,preVC_286,Clustered,VC_286_0,2,0.1731,0.90516531,7.280109889280518,0.1567,1.0
AY616033,,Outlier,,,,,,,
AY616446,,Outlier,,,,,,,
AY625898,preVC_669,Clustered,VC_669_0,20,0.8405,1.0,3.3281746581324927,0.8405,1.0
AY657002,,Overlap (VC_673/VC_674),,,,,,,
AY682195,preVC_674,Clustered/Singleton,VC_674_2,1,0.0,0.0,0,0.0,1.0
AY692264,preVC_197,Clustered,VC_197_40,3,0.0173,0.99695554,3.1611049245159606,0.0173,1.0
AY699705,preVC_262,Clustered,VC_262_0,46,0.5286,1.0,6.2725725457472,0.5286,1.0
AY701338,preVC_460,Clustered,VC_460_0,7,0.8965,0.99963204,3.2924359983088296,0.8962,1.0
AY714348,,Outlier,,,,,,,
AY722806,preVC_477,Clustered,VC_477_0,4,1.0,0.0,3.005319974407825,0.0,1.0
AY730274,preVC_677,Clustered,VC_677_0,105,0.6384,1.0,7.941440698079007,0.6384,0.8868
AY736146,,Outlier,,,,,,,
AY739900,preVC_681,Clustered,VC_681_0,7,1.0,0.0,3.3188370011399733,0.0,1.0
AY751298,preVC_367,Clustered,VC_367_0,358,0.9618,1.0,1.2420946924840317,0.9618,1.0
AY766464,,Outlier,,,,,,,
AY769964,,Overlap (VC_206/VC_208),,,,,,,
AY772740,preVC_682,Clustered,VC_682_1,10,0.209,1.0,8.247378150544177,0.209,0.7556
AY848684,preVC_652,Clustered,VC_652_0,9,0.9929,0.99999988,0.31426968052735454,0.9929,1.0
AY848685,preVC_652,Clustered,VC_652_0,9,0.9929,0.99999988,0.31426968052735454,0.9929,1.0
AY848686,preVC_652,Clustered,VC_652_0,9,0.9929,0.99999988,0.31426968052735454,0.9929,1.0
AY848687,preVC_652,Clustered,VC_652_0,9,0.9929,0.99999988,0.31426968052735454,0.9929,1.0
AY848688,preVC_652,Clustered,VC_652_0,9,0.9929,0.99999988,0.31426968052735454,0.9929,1.0
AY848689,preVC_652,Clustered,VC_652_0,9,0.9929,0.99999988,0.31426968052735454,0.9929,1.0
AY855346,preVC_151,Clustered,VC_151_0,2,0.0705,0.9077295,6.708203932499369,0.064,1.0
AY894696,,Outlier,,,,,,,
AY939843,preVC_345,Clustered,VC_345_0,32,0.984,1.0,7.157815877980993,0.984,1.0
AY939844,preVC_469,Clustered,VC_469_9,3,0.0382,0.99715722,3.3696837745690686,0.0381,1.0
AY940168,preVC_691,Clustered,VC_691_3,3,0.0246,0.9972177,5.84952587406499,0.0245,1.0
AY950802,preVC_701,Clustered,VC_701_0,4,1.0,0.0,3.237443875303541,0.0,1.0
AY954948,,Outlier,,,,,,,
AY954949,preVC_101,Clustered,VC_101_0,30,0.7332,1.0,1.3306300280246417,0.7332,1.0
AY954950,,Outlier,,,,,,,
AY954951,preVC_10,Clustered,VC_10_0,38,0.4977,1.0,7.6679937134406515,0.4977,1.0
AY954952,preVC_10,Clustered,VC_10_0,38,0.4977,1.0,7.6679937134406515,0.4977,1.0
AY954953,preVC_10,Clustered,VC_10_0,38,0.4977,1.0,7.6679937134406515,0.4977,1.0
AY954954,preVC_15,Clustered,VC_15_0,9,0.1859,1.0,7.5268275129630196,0.1859,0.8889
AY954955,preVC_9,Clustered,VC_9_0,61,0.846,1.0,6.7923832436837985,0.846,0.9852
AY954956,preVC_9,Clustered,VC_9_0,61,0.846,1.0,6.7923832436837985,0.846,0.9852
AY954957,preVC_9,Clustered,VC_9_0,61,0.846,1.0,6.7923832436837985,0.846,0.9852
AY954958,,Outlier,,,,,,,
AY954959,,Outlier,,,,,,,
AY954960,preVC_12,Clustered,VC_12_0,22,0.2455,1.0,8.05345410977575,0.2455,0.9264
AY954961,preVC_12,Clustered,VC_12_0,22,0.2455,1.0,8.05345410977575,0.2455,0.9264
AY954962,preVC_12,Clustered,VC_12_2,19,0.207,1.0,7.660098382626965,0.207,0.9942
AY954963,preVC_12,Clustered,VC_12_2,19,0.207,1.0,7.660098382626965,0.207,0.9942
AY954964,preVC_12,Clustered,VC_12_2,19,0.207,1.0,7.660098382626965,0.207,0.9942
AY954965,preVC_12,Clustered,VC_12_2,19,0.207,1.0,7.660098382626965,0.207,0.9942
AY954966,preVC_12,Clustered,VC_12_2,19,0.207,1.0,7.660098382626965,0.207,0.9942
AY954967,preVC_12,Clustered,VC_12_2,19,0.207,1.0,7.660098382626965,0.207,0.9942
AY954968,preVC_12,Clustered,VC_12_2,19,0.207,1.0,7.660098382626965,0.207,0.9942
AY954969,preVC_156,Clustered,VC_156_15,67,0.4697,1.0,6.776235086781954,0.4697,0.7463
AY954970,,Outlier,,,,,,,
AY962392,preVC_649,Clustered,VC_649_1,7,0.1829,0.99999995,2.5408392965107125,0.1829,1.0
AY967407,preVC_704,Clustered,VC_704_1,10,0.1237,1.0,7.339993974546256,0.1237,0.9333
AY986977,,Outlier,,,,,,,
B1U32222,preVC_233,Clustered,VC_233_0,63,0.9522,1.0,4.93662410690957,0.9522,1.0
B2U02303,,Outlier,,,,,,,
B4PORFSX,,Outlier,,,,,,,
BCP1,preVC_707,Clustered,VC_707_0,12,1.0,0.0,0.5491309195018074,0.0,1.0
BHU24159,preVC_7,Clustered,VC_7_0,26,0.9564,1.0,5.732533940464716,0.9564,1.0
BK000583,preVC_33,Clustered,VC_33_0,45,0.5895,1.0,7.126838679162322,0.5895,0.9636
BK010471,preVC_708,Clustered,VC_708_0,12,0.7321,1.0,5.757857276154001,0.7321,0.8939
BK010646,,Overlap (VC_710/VC_711),,,,,,,
BK013337,preVC_585,Clustered,VC_585_0,3,1.0,0.0,3.4506285989103986,0.0,1.0
BK013338,preVC_585,Clustered,VC_585_0,3,1.0,0.0,3.4506285989103986,0.0,1.0
BK013345,preVC_711,Clustered,VC_711_0,3,0.9426,0.5,4.309231665387611,0.4713,1.0
BK013346,preVC_711,Clustered,VC_711_0,3,0.9426,0.5,4.309231665387611,0.4713,1.0
BK013347,preVC_711,Clustered,VC_711_0,3,0.9426,0.5,4.309231665387611,0.4713,1.0
BK059157,,Singleton,,,,,,,
BK059162,,Singleton,,,,,,,
BK059895,preVC_712,Clustered,VC_712_0,2,0.7912,0.89872702,5.830951894845301,0.711,1.0
BK061308,preVC_713,Clustered,VC_713_0,5,0.8852,0.99999962,4.887792821514535,0.8852,1.0
BK061309,preVC_713,Clustered,VC_713_0,5,0.8852,0.99999962,4.887792821514535,0.8852,1.0
BK061310,preVC_713,Clustered,VC_713_0,5,0.8852,0.99999962,4.887792821514535,0.8852,1.0
BK061311,preVC_713,Clustered,VC_713_0,5,0.8852,0.99999962,4.887792821514535,0.8852,1.0
BK061312,preVC_713,Clustered,VC_713_0,5,0.8852,0.99999962,4.887792821514535,0.8852,1.0
BK061417,preVC_717,Clustered,VC_717_0,7,0.9793,0.99630639,0.5714285714285714,0.9757,1.0
BK061418,preVC_717,Clustered,VC_717_0,7,0.9793,0.99630639,0.5714285714285714,0.9757,1.0
BK061419,preVC_717,Clustered,VC_717_0,7,0.9793,0.99630639,0.5714285714285714,0.9757,1.0
BK061420,preVC_717,Clustered,VC_717_0,7,0.9793,0.99630639,0.5714285714285714,0.9757,1.0
BK061421,,Outlier,,,,,,,
BK061422,preVC_717,Clustered,VC_717_0,7,0.9793,0.99630639,0.5714285714285714,0.9757,1.0
BK061423,,Singleton,,,,,,,
BK061424,preVC_717,Clustered,VC_717_0,7,0.9793,0.99630639,0.5714285714285714,0.9757,1.0
BK061425,preVC_717,Clustered,VC_717_0,7,0.9793,0.99630639,0.5714285714285714,0.9757,1.0
BK061426,preVC_718,Clustered,VC_718_0,3,1.0,0.0,0.0,0.0,1.0
BK061427,preVC_718,Clustered,VC_718_0,3,1.0,0.0,0.0,0.0,1.0
BK061428,preVC_718,Clustered,VC_718_0,3,1.0,0.0,0.0,0.0,1.0
BK061429,,Singleton,,,,,,,
BK061430,,Singleton,,,,,,,
BL2CG,,Singleton,,,,,,,
BL5GENM,,Singleton,,,,,,,
BX571876,,Outlier,,,,,,,
C2PVCG,preVC_722,Clustered,VC_722_0,50,0.9568,1.0,2.6912933067035056,0.9568,1.0
CAJCJZ010000002,preVC_723,Clustered,VC_723_1,5,0.4631,0.99999987,3.514585849391544,0.4631,1.0
CAJDJX010000002,preVC_100,Clustered,VC_100_0,50,0.8111,1.0,5.77172763131316,0.8111,1.0
CAJDJY010000002,preVC_95,Clustered,VC_95_0,22,0.5335,1.0,6.321692857563572,0.5335,1.0
CAJDJZ010000002,preVC_95,Clustered,VC_95_0,22,0.5335,1.0,6.321692857563572,0.5335,1.0
CAJDKA010000002,preVC_96,Clustered,VC_96_0,22,0.565,1.0,6.7585159564301005,0.565,1.0
CAJDKB010000002,,Overlap (VC_101/VC_727),,,,,,,
CAJDKF010000002,preVC_100,Clustered,VC_100_0,50,0.8111,1.0,5.77172763131316,0.8111,1.0
CAKLQA020000001,preVC_727,Clustered,VC_727_1,9,0.4591,1.0,7.867444193193165,0.4591,0.8611
CAKLQA020000002,preVC_705,Clustered,VC_705_0,2,0.7058,0.33333333,3.0,0.2353,1.0
CAKLQA020000003,preVC_661,Clustered,VC_661_0,3,0.2602,0.98768972,6.045772560521726,0.257,1.0
CAKLQB020000001,preVC_732,Clustered,VC_732_0,72,0.9323,1.0,4.546585647638638,0.9323,1.0
CAKLQB020000002,,Outlier,,,,,,,
CAKLQC020000001,preVC_535,Clustered,VC_535_1,28,0.722,1.0,6.119826628200708,0.722,0.7963
CAKLQD020000001,preVC_535,Clustered,VC_535_1,28,0.722,1.0,6.119826628200708,0.722,0.7963
CAKLQE020000001,preVC_733,Clustered,VC_733_1,2,0.1124,0.90346126,1.4142135623730951,0.1016,1.0
CAKLQF020000001,preVC_383,Clustered,VC_383_0,2,0.425,0.90067248,6.244997998398398,0.3828,1.0
CAKLQF020000002,,Overlap (VC_385/VC_662),,,,,,,
CAKLQF020000003,preVC_389,Clustered,VC_389_0,2,0.7691,0.84715025,1.4142135623730951,0.6515,1.0
CAKLQF020000006,,Overlap (VC_250/VC_386/VC_731),,,,,,,
CAKLQF020000007,,Outlier,,,,,,,
CAKLQF020000010,preVC_386,Clustered,VC_386_0,2,0.5734,0.85714286,7.810249675906654,0.4914,1.0
CAKLQF020000011,preVC_399,Clustered,VC_399_0,2,0.871,0.6,3.4641016151377544,0.5226,1.0
CAKLQF020000012,preVC_390,Clustered,VC_390_0,2,0.8955,0.77777778,1.0,0.6965,1.0
CAKLQF020000013,preVC_387,Clustered,VC_387_0,2,0.8148,0.86171386,0.0,0.7021,1.0
CAKLQF020000014,preVC_391,Clustered,VC_391_0,2,0.861,0.86171386,0.0,0.7419,1.0
CAKLQF020000015,preVC_400,Clustered,VC_400_0,3,0.8025,0.98529412,7.645901481350802,0.7907,1.0
CAKLQF020000016,preVC_379,Clustered,VC_379_0,2,0.8751,0.80116942,0.0,0.7011,1.0
CAKLQF020000017,preVC_388,Clustered,VC_388_0,2,0.8851,0.80116942,0.0,0.7091,1.0
CAKLQF020000018,preVC_407,Clustered,VC_407_0,2,0.8614,0.73644752,0.0,0.6344,1.0
CAKLQF020000019,preVC_396,Clustered,VC_396_0,2,0.5957,0.66666667,5.0990195135927845,0.3971,1.0
CAKLQF020000020,preVC_392,Clustered,VC_392_0,2,0.8475,0.86171386,0.0,0.7303,1.0
CAKLQF020000021,preVC_401,Clustered,VC_401_0,2,0.5624,0.86666667,3.605551275463989,0.4874,1.0
CAKLQF020000022,,Overlap (VC_396/VC_728),,,,,,,
CAKLQF020000023,preVC_740,Clustered,VC_740_0,2,1.0,0.0,0.0,0.0,1.0
CAKLQF020000024,preVC_728,Clustered,VC_728_0,2,0.9152,0.83201814,0.0,0.7615,1.0
CAKLQF020000025,preVC_402,Clustered,VC_402_0,2,0.9124,0.52049988,0.0,0.4749,1.0
CAKLQF020000026,preVC_403,Clustered,VC_403_0,2,0.9627,0.73644752,0.0,0.709,1.0
CAKLQF020000027,preVC_727,Clustered,VC_727_1,9,0.4591,1.0,7.867444193193165,0.4591,0.8611
CAKLQF020000028,preVC_406,Clustered,VC_406_0,2,0.8547,0.5,3.3166247903554,0.4274,1.0
CAKLQF020000029,preVC_393,Clustered,VC_393_0,2,0.8255,0.80116942,0.0,0.6614,1.0
CAKLQF020000030,preVC_741,Clustered,VC_741_0,2,1.0,0.0,0.0,0.0,1.0
CAKLQF020000031,preVC_394,Clustered,VC_394_0,2,0.7055,0.80116942,0.0,0.5653,1.0
CAKLQF020000032,preVC_404,Clustered,VC_404_0,2,0.9343,0.52049988,0.0,0.4863,1.0
CAKLQF020000033,preVC_405,Clustered,VC_405_0,3,0.9886,0.33333333,4.181120361648188,0.3295,1.0
CAKLQF020000034,preVC_742,Clustered,VC_742_0,2,1.0,0.0,1.0,0.0,1.0
CAKLQF020000035,preVC_397,Clustered,VC_397_0,2,0.9174,0.33333333,0.0,0.3058,1.0
CAKLQF020000036,preVC_743,Clustered,VC_743_0,2,1.0,0.0,1.7320508075688772,0.0,1.0
CAKLQF020000037,preVC_744,Clustered,VC_744_0,2,1.0,0.0,0.0,0.0,1.0
CAKLQF020000038,preVC_745,Clustered,VC_745_0,2,1.0,0.0,0.0,0.0,1.0
CAKLQF020000039,,Singleton,,,,,,,
CAKLQG020000001,preVC_732,Clustered,VC_732_0,72,0.9323,1.0,4.546585647638638,0.9323,1.0
CAKLQH020000001,preVC_383,Clustered,VC_383_0,2,0.425,0.90067248,6.244997998398398,0.3828,1.0
CAKLQH020000002,preVC_389,Clustered,VC_389_0,2,0.7691,0.84715025,1.4142135623730951,0.6515,1.0
CAKLQH020000003,,Outlier,,,,,,,
CAKLQH020000004,,Overlap (VC_385/VC_662),,,,,,,
CAKLQH020000005,,Outlier,,,,,,,
CAKLQH020000007,preVC_399,Clustered,VC_399_0,2,0.871,0.6,3.4641016151377544,0.5226,1.0
CAKLQH020000008,preVC_390,Clustered,VC_390_0,2,0.8955,0.77777778,1.0,0.6965,1.0
CAKLQH020000009,preVC_387,Clustered,VC_387_0,2,0.8148,0.86171386,0.0,0.7021,1.0
CAKLQH020000010,preVC_391,Clustered,VC_391_0,2,0.861,0.86171386,0.0,0.7419,1.0
CAKLQH020000011,,Outlier,,,,,,,
CAKLQH020000012,,Overlap (VC_250/VC_386/VC_731),,,,,,,
CAKLQH020000013,preVC_379,Clustered,VC_379_0,2,0.8751,0.80116942,0.0,0.7011,1.0
CAKLQH020000014,preVC_388,Clustered,VC_388_0,2,0.8851,0.80116942,0.0,0.7091,1.0
CAKLQH020000015,preVC_733,Clustered,VC_733_1,2,0.1124,0.90346126,1.4142135623730951,0.1016,1.0
CAKLQH020000016,preVC_407,Clustered,VC_407_0,2,0.8614,0.73644752,0.0,0.6344,1.0
CAKLQH020000017,preVC_392,Clustered,VC_392_0,2,0.8475,0.86171386,0.0,0.7303,1.0
CAKLQH020000018,preVC_386,Clustered,VC_386_0,2,0.5734,0.85714286,7.810249675906654,0.4914,1.0
CAKLQH020000019,preVC_740,Clustered,VC_740_0,2,1.0,0.0,0.0,0.0,1.0
CAKLQH020000020,preVC_728,Clustered,VC_728_0,2,0.9152,0.83201814,0.0,0.7615,1.0
CAKLQH020000021,preVC_396,Clustered,VC_396_0,2,0.5957,0.66666667,5.0990195135927845,0.3971,1.0
CAKLQH020000022,preVC_402,Clustered,VC_402_0,2,0.9124,0.52049988,0.0,0.4749,1.0
CAKLQH020000023,preVC_403,Clustered,VC_403_0,2,0.9627,0.73644752,0.0,0.709,1.0
